1,4.38946,80.597
2,4.37836,79.707
3,4.35508,77.8733
4,4.30545,74.1027
5,4.31305,74.668
6,4.25238,70.2724
7,4.23413,69.0014
8,4.2144,67.6537
9,4.18483,65.6827
10,4.14591,63.1751
11,4.11876,61.4833
12,4.09874,60.2644
13,4.03991,56.8215
14,4.01301,55.3131
15,3.97423,53.2092
16,3.94533,51.6934
17,3.89029,48.9252
18,3.82292,45.7378
19,3.81634,45.4376
20,3.76673,43.2383
21,3.69684,40.3195
22,3.67147,39.3095
23,3.63754,37.9981
24,3.55515,34.9929
25,3.54658,34.6943
26,3.47941,32.4407
27,3.42149,30.6151
28,3.39402,29.7855
29,3.32239,27.7267
30,3.28821,26.7948
31,3.26571,26.1987
32,3.20642,24.6905
33,3.15868,23.5395
34,3.13383,22.9618
35,3.04347,20.9779
36,3.0532,21.1829
37,2.96604,19.4148
38,2.93115,18.7492
39,2.90296,18.228
40,2.87092,17.6533
41,2.82735,16.9006
42,2.82531,16.8661
43,2.73441,15.4007
44,2.74675,15.5918
45,2.71327,15.0784
46,2.73198,15.3633
47,2.68661,14.6818
48,2.59236,13.3612
49,2.63263,13.9103
50,2.62376,13.7875
51,2.60851,13.5788
52,2.56644,13.0194
53,2.52898,12.5408
54,2.49558,12.1287
55,2.5105,12.3111
56,2.495,12.1218
57,2.45928,11.6964
58,2.43797,11.4498
59,2.42329,11.2829
60,2.43426,11.4074
61,2.45311,11.6245
62,2.44611,11.5434
63,2.4327,11.3895
64,2.43996,11.4726
65,2.37913,10.7955
66,2.40018,11.0251
67,2.41094,11.1445
68,2.38003,10.8053
69,2.3799,10.8038
70,2.3693,10.6899
71,2.38435,10.852
72,2.35888,10.5791
73,2.34094,10.391
74,2.35863,10.5764
75,2.36844,10.6807
76,2.36421,10.6356
77,2.34941,10.4794
78,2.32807,10.2581
79,2.36006,10.5916
80,2.34335,10.416
81,2.30944,10.0687
82,2.29875,9.9617
83,2.31362,10.111
84,2.28888,9.8639
85,2.29297,9.90429
86,2.29516,9.926
87,2.30706,10.0449
88,2.27614,9.73898
89,2.2788,9.76496
90,2.28653,9.84078
91,2.26026,9.58561
92,2.29576,9.93197
93,2.2308,9.30728
94,2.24138,9.40628
95,2.27812,9.75833
96,2.26545,9.63542
97,2.2615,9.59748
98,2.24613,9.45108
99,2.25548,9.53988
100,2.21958,9.20346
101,2.24219,9.41389
102,2.24266,9.41839
103,2.24158,9.40822
104,2.24362,9.42743
105,2.21004,9.11604
106,2.22169,9.22291
107,2.20465,9.0671
108,2.22666,9.26885
109,2.21582,9.16889
110,2.24733,9.46248
111,2.2324,9.32224
112,2.22162,9.22227
113,2.2159,9.16969
114,2.21636,9.17389
115,2.2093,9.10931
116,2.17605,8.81146
117,2.19605,8.98947
118,2.24585,9.44844
119,2.19263,8.95871
120,2.20392,9.06043
121,2.18928,8.92881
122,2.20371,9.05857
123,2.17824,8.83077
124,2.1672,8.73378
125,2.19131,8.9469
126,2.19153,8.94891
127,2.21981,9.20557
128,2.18599,8.89943
129,2.14843,8.57143
130,2.17155,8.77189
131,2.17419,8.79507
132,2.20059,9.03035
133,2.1987,9.01329
134,2.14109,8.50867
135,2.19416,8.97244
136,2.18541,8.89433
137,2.16807,8.74137
138,2.21707,9.18035
139,2.1642,8.70765
140,2.14387,8.53241
141,2.1478,8.56601
142,2.20053,9.02975
143,2.13017,8.4163
144,2.14032,8.50215
145,2.1922,8.95488
146,2.14756,8.56397
147,2.14826,8.56994
148,2.13252,8.43607
149,2.15834,8.65675
150,2.18762,8.91394
151,2.17077,8.76505
152,2.18676,8.90634
153,2.14617,8.55206
154,2.13529,8.45953
155,2.12274,8.354
156,2.13826,8.48463
157,2.16945,8.7535
158,2.13482,8.45555
159,2.12746,8.39352
160,2.13057,8.41968
161,2.13642,8.4691
162,2.11109,8.25726
163,2.12559,8.37782
164,2.14643,8.55427
165,2.15265,8.60768
166,2.12922,8.40831
167,2.11572,8.29555
168,2.12275,8.35406
169,2.11445,8.28506
170,2.112,8.26472
171,2.11653,8.30231
172,2.10173,8.18028
173,2.07388,7.95566
174,2.11131,8.25902
175,2.12366,8.3617
176,2.12237,8.35093
177,2.11162,8.26163
178,2.10763,8.22871
179,2.08025,8.00649
180,2.08593,8.05211
181,2.11194,8.26428
182,2.10704,8.22385
183,2.08862,8.07379
184,2.11342,8.27652
185,2.1171,8.30704
186,2.10137,8.17738
187,2.0892,8.07845
188,2.03915,7.68404
189,2.10124,8.17632
190,2.09041,8.08821
191,2.05825,7.83227
192,2.06677,7.89924
193,2.0713,7.93512
194,2.07321,7.95032
195,2.1063,8.21777
196,2.11612,8.29888
197,2.05954,7.84234
198,2.08701,8.06079
199,2.07414,7.95767
200,2.10086,8.17322
201,2.07309,7.94933
202,2.05257,7.78788
203,2.07874,7.9944
204,2.05867,7.83556
205,2.05019,7.76937
206,2.05907,7.83865
207,2.05614,7.81575
208,2.03677,7.66579
209,2.03622,7.66162
210,2.04166,7.70336
211,2.01429,7.49538
212,2.02862,7.60361
213,2.0395,7.68674
214,2.07479,7.96291
215,2.06232,7.86421
216,2.05005,7.76828
217,2.01038,7.46617
218,2.0252,7.57759
219,2.04877,7.75835
220,2.04061,7.69527
221,2.09144,8.09656
222,2.06983,7.9235
223,2.02176,7.5516
224,2.07279,7.94697
225,2.05971,7.84369
226,2.03835,7.67791
227,2.02505,7.57653
228,2.01688,7.51484
229,2.00449,7.4223
230,2.1123,8.26724
231,2.05871,7.83588
232,2.01123,7.47251
233,2.04636,7.73965
234,2.04997,7.76763
235,2.03516,7.65345
236,2.0473,7.74699
237,2.05617,7.81597
238,2.03665,7.66487
239,2.06943,7.92027
240,2.03926,7.68493
241,2.00623,7.43523
242,2.0154,7.50376
243,1.97849,7.23178
244,1.99418,7.3462
245,1.99893,7.38115
246,1.99427,7.34685
247,1.98844,7.30413
248,2.01199,7.47819
249,2.02262,7.55811
250,1.98171,7.25512
251,1.99121,7.32436
252,1.99299,7.33742
253,2.01375,7.49133
254,2.01514,7.50176
255,2.00003,7.38931
